step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
44,CASH_OUT,62649.13,C280493069,53861.0,0.0,C188766271,306756.16,369405.29,0,0
33,CASH_OUT,108836.27,C366448807,0.0,0.0,C68152560,1116011.61,1224847.88,0,0
42,CASH_IN,224895.11,C1661670962,15515.0,240410.11,C1196435704,0.0,0.0,0,0
17,CASH_IN,252390.75,C1186168823,15563.0,267953.75,C568288699,156213.87,0.0,0,0
10,PAYMENT,16169.19,C1097974715,254711.2,238542.02,M1718813677,0.0,0.0,0,0
19,CASH_OUT,94642.46,C901903248,0.0,0.0,C1031967772,478069.79,572712.24,0,0
41,CASH_OUT,225848.98,C1883251284,8661.0,0.0,C252204942,0.0,225848.98,0,0
37,PAYMENT,2495.65,C855097424,880277.99,877782.35,M1898240215,0.0,0.0,0,0
12,CASH_OUT,293593.57,C950381096,465032.51,171438.94,C273789858,959597.07,4052534.49,0,0
38,CASH_OUT,129158.53,C1180245910,0.0,0.0,C1635134358,540363.47,669522.0,0,0
22,CASH_OUT,62489.78,C1859914015,0.0,0.0,C358506308,90139.17,152628.96,0,0
15,CASH_IN,89716.18,C1381961550,3534946.45,3624662.63,C318929284,1064008.96,974292.78,0,0
21,TRANSFER,82810.65,C661997090,19410.91,0.0,C1137307951,111905.92,194716.57,0,0
39,CASH_IN,10507.27,C1986386531,21083.0,31590.27,C1614277557,0.0,0.0,0,0
15,CASH_OUT,223707.15,C942690315,11383.0,0.0,C628839320,0.0,223707.15,0,0
15,CASH_OUT,231423.75,C1922104115,0.0,0.0,C722286747,594569.25,1044812.88,0,0
13,PAYMENT,10087.48,C1522709410,0.0,0.0,M648719289,0.0,0.0,0,0
13,PAYMENT,12175.67,C912196764,20537.0,8361.33,M1694218623,0.0,0.0,0,0
40,PAYMENT,1018.58,C1613604323,0.0,0.0,M120814973,0.0,0.0,0,0
17,PAYMENT,20915.98,C501929396,34501.0,13585.02,M2067950417,0.0,0.0,0,0
40,PAYMENT,2297.04,C29102000,0.0,0.0,M967941208,0.0,0.0,0,0
42,CASH_OUT,3938.05,C1692658669,0.0,0.0,C1233254915,176228.13,180166.17,0,0
13,CASH_OUT,135922.77,C572909535,616.0,0.0,C1561283458,27617.32,163540.09,0,0
20,CASH_OUT,77214.57,C568889515,0.0,0.0,C956986674,3820527.6,4084707.31,0,0
37,CASH_IN,144512.84,C318930356,19605.0,164117.84,C837993111,1058622.88,914110.03,0,0
33,CASH_IN,164708.13,C204146019,39765.0,204473.13,C1658789929,8668.61,0.0,0,0
48,CASH_OUT,316468.27,C718392912,0.0,0.0,C807257712,2115642.91,2432111.19,0,0
13,CASH_IN,94688.17,C539397946,6290707.61,6385395.78,C2072683933,2728353.17,2633665.0,0,0
19,CASH_IN,289750.25,C1427806290,11700000.0,11900000.0,C763636587,583069.87,293319.61,0,0
93,TRANSFER,1809385.52,C309389003,0.0,0.0,C1278332360,3917099.3,5726484.82,0,0
43,PAYMENT,39922.18,C1434375732,0.0,0.0,M213771487,0.0,0.0,0,0
12,PAYMENT,10397.3,C1722958713,0.0,0.0,M1589613176,0.0,0.0,0,0
8,PAYMENT,12093.81,C2058754885,40434.0,28340.19,M1226974067,0.0,0.0,0,0
41,CASH_OUT,212242.04,C113450075,5683.0,0.0,C1179669545,5592416.78,5804658.82,0,0
45,TRANSFER,673197.4,C677318484,0.0,0.0,C1383933224,5237061.71,5910259.11,0,0
20,CASH_OUT,297712.73,C2127752311,0.0,0.0,C461380409,330459.76,628172.49,0,0
40,CASH_IN,146355.78,C1416611755,1316920.22,1463276.01,C1240271701,384273.39,237917.6,0,0
39,TRANSFER,140897.45,C1435934484,64795.88,0.0,C1256255436,597254.88,738152.33,0,0
9,CASH_IN,24604.67,C1293016431,14200000.0,14200000.0,C1831021667,328520.0,122555.72,0,0
13,PAYMENT,4871.91,C1941519044,0.0,0.0,M897178988,0.0,0.0,0,0
15,CASH_OUT,111465.47,C1883424709,37172.0,0.0,C1104405721,158982.54,270448.01,0,0
39,CASH_IN,174222.13,C1514013448,180820.62,355042.76,C937863513,468214.42,285889.57,0,0
19,CASH_IN,81763.57,C1748488766,492255.38,574018.95,C1301827786,258472.51,176708.94,0,0
45,CASH_OUT,244535.03,C378087207,0.0,0.0,C1081860301,307552.61,552087.64,0,0
34,CASH_IN,166697.62,C154963071,83035.0,249732.62,C1847088290,50097.75,0.0,0,0
24,TRANSFER,255424.24,C1542026413,0.0,0.0,C1902695785,1271065.14,1526489.38,0,0
40,PAYMENT,22509.92,C1681717598,138279.27,115769.34,M1121231430,0.0,0.0,0,0
94,PAYMENT,16397.74,C1663199922,809821.0,793423.26,M799236846,0.0,0.0,0,0
35,CASH_OUT,443638.06,C552101845,0.0,0.0,C316919580,2316992.55,2760630.61,0,0
18,TRANSFER,273212.96,C1220012780,90600.0,0.0,C1974402441,0.0,307794.37,0,0
10,CASH_OUT,59041.99,C1751275098,32760.94,0.0,C1998741793,2457719.18,2755535.35,0,0
21,CASH_OUT,105712.66,C1851458424,0.0,0.0,C2122261291,723212.87,561986.65,0,0
14,CASH_OUT,83782.85,C1002520358,57570.0,0.0,C440591026,2273440.37,2770153.43,0,0
42,PAYMENT,8268.39,C542754035,0.0,0.0,M1946982361,0.0,0.0,0,0
16,CASH_OUT,31039.87,C95627818,0.0,0.0,C1958880177,60097.0,56208.76,0,0
19,CASH_OUT,252514.32,C482427488,192173.0,0.0,C973698465,374988.01,930356.96,0,0
11,CASH_IN,7368.91,C1358893494,11468.0,18836.91,C714819341,170470.41,163101.5,0,0
36,CASH_OUT,73521.93,C52403702,14116.0,0.0,C661237513,153289.8,226811.74,0,0
8,CASH_OUT,94788.38,C142869481,1297065.13,1202276.75,C1670297251,91556.92,186345.3,0,0
43,TRANSFER,412535.05,C1824494728,0.0,0.0,C562087228,954957.1,1367492.14,0,0
19,CASH_OUT,253346.12,C1417682877,0.0,0.0,C13635577,1968056.3,2221402.42,0,0
19,CASH_OUT,3477438.49,C841995363,3477438.49,0.0,C1314676285,0.0,3477438.49,1,0
34,PAYMENT,6376.68,C2033191829,0.0,0.0,M1749851178,0.0,0.0,0,0
17,CASH_OUT,16259.99,C500740099,0.0,0.0,C126571264,88029.59,104289.58,0,0
18,CASH_OUT,128378.5,C1766780727,726.0,0.0,C220751692,142428.02,270806.51,0,0
38,PAYMENT,9410.41,C1585457495,20332.0,10921.59,M1466819073,0.0,0.0,0,0
47,TRANSFER,2114328.87,C1362596080,0.0,0.0,C1733257496,2948602.2,5062931.07,0,0
10,CASH_IN,402893.87,C1438934557,33556.0,436449.87,C547532271,0.0,0.0,0,0
34,CASH_OUT,211509.67,C169743892,0.0,0.0,C2107589918,296242.0,0.0,0,0
15,CASH_OUT,140132.75,C1508523334,0.0,0.0,C256138592,240910.38,381043.13,0,0
39,PAYMENT,1178.07,C1691879445,142483.71,141305.65,M844273374,0.0,0.0,0,0
9,CASH_OUT,541252.13,C2066327010,0.0,0.0,C1695946783,1674197.23,3054890.32,0,0
17,CASH_OUT,1635.38,C951263870,39958.0,38322.62,C1048785778,4024104.98,4025740.35,0,0
45,CASH_IN,222203.75,C689400542,22204.0,244407.75,C889358334,112084.88,0.0,0,0
68,TRANSFER,1858515.57,C1530003925,1858515.57,0.0,C1195646619,0.0,0.0,1,0
39,CASH_IN,137430.63,C1124617113,2913352.74,3050783.37,C186942887,1166475.71,1029045.08,0,0
14,TRANSFER,743107.28,C1822400120,0.0,0.0,C1756877039,2076957.61,3561610.24,0,0
24,PAYMENT,17445.86,C918182236,20237.0,2791.14,M1294531774,0.0,0.0,0,0
8,PAYMENT,146.08,C632351949,7043.0,6896.92,M422953853,0.0,0.0,0,0
45,CASH_OUT,310963.47,C286034252,0.0,0.0,C120820909,1485903.83,1796867.3,0,0
34,PAYMENT,3883.52,C1482273457,249347.2,245463.68,M666477702,0.0,0.0,0,0
9,PAYMENT,9582.23,C131853120,14807.89,5225.66,M1604425552,0.0,0.0,0,0
41,CASH_OUT,71075.94,C88115933,260.0,0.0,C21911581,1353330.15,1424406.09,0,0
9,CASH_IN,3181.12,C1008414052,5538231.65,5541412.77,C304922395,329208.0,174238.7,0,0
36,TRANSFER,674078.34,C1466510658,58741.0,0.0,C1098637950,472916.23,931554.04,0,0
17,CASH_OUT,40647.89,C511500853,36297.0,0.0,C1702331407,842270.05,982759.05,0,0
22,PAYMENT,13819.85,C1677607461,163394.0,149574.15,M799387189,0.0,0.0,0,0
14,PAYMENT,10397.12,C116311721,527021.0,516623.88,M861972228,0.0,0.0,0,0
13,PAYMENT,13196.44,C173857064,874855.25,861658.81,M396386718,0.0,0.0,0,0
34,PAYMENT,18920.77,C1597622927,0.0,0.0,M391873166,0.0,0.0,0,0
40,PAYMENT,21287.96,C202673037,6735.0,0.0,M128729647,0.0,0.0,0,0
10,PAYMENT,8489.93,C1565074334,2061059.48,2052569.55,M1548826318,0.0,0.0,0,0
7,CASH_OUT,97919.82,C987234822,0.0,0.0,C306206744,6778202.0,7329355.45,0,0
20,PAYMENT,10169.36,C299380395,0.0,0.0,M1344275848,0.0,0.0,0,0
36,CASH_OUT,194598.13,C1830343142,0.0,0.0,C1839042345,13400000.0,13600000.0,0,0
14,PAYMENT,20063.08,C2136709763,0.0,0.0,M1013157609,0.0,0.0,0,0
43,PAYMENT,1491.31,C1889796487,26578.0,25086.69,M378786635,0.0,0.0,0,0
42,CASH_OUT,134738.03,C1968033420,0.0,0.0,C1054041144,2202258.97,2409430.5,0,0
10,PAYMENT,7857.24,C596505875,583798.35,575941.11,M1515563668,0.0,0.0,0,0
37,PAYMENT,8237.44,C493445018,11427.0,3189.56,M1206393390,0.0,0.0,0,0
11,PAYMENT,23775.73,C236077817,0.0,0.0,M1507188214,0.0,0.0,0,0
38,CASH_IN,167855.23,C1387887045,24384.0,192239.23,C1071907929,1983057.52,1815202.29,0,0
18,CASH_OUT,125019.31,C860143579,0.0,0.0,C276191877,1200584.18,1325603.49,0,0
37,CASH_IN,144117.92,C701324356,2989050.04,3133167.96,C1327517084,399233.2,255115.27,0,0
21,PAYMENT,11532.96,C1982280120,32288.0,20755.04,M1804392949,0.0,0.0,0,0
15,PAYMENT,6102.41,C891081802,0.0,0.0,M2147407171,0.0,0.0,0,0
11,PAYMENT,4653.59,C1741883784,0.0,0.0,M631632053,0.0,0.0,0,0
10,TRANSFER,1854607.33,C1013202627,127191.46,0.0,C555893800,5969860.05,9428852.98,0,0
16,CASH_IN,463257.59,C1399376394,31136.0,494393.59,C2089340835,0.0,0.0,0,0
17,TRANSFER,652056.17,C281207965,21588.0,0.0,C204602282,1841554.22,2493610.39,0,0
18,CASH_IN,113392.26,C517650018,7693653.91,7807046.17,C2067285940,406294.91,292902.65,0,0
16,CASH_OUT,8547.03,C425959044,0.0,0.0,C1437691777,64943.46,73490.49,0,0
42,CASH_OUT,186434.46,C1063706377,0.0,0.0,C2024005893,873267.01,1059701.47,0,0
9,PAYMENT,10330.75,C697344322,0.0,0.0,M1544739781,0.0,0.0,0,0
14,PAYMENT,12521.91,C940329323,462512.14,449990.23,M1740398403,0.0,0.0,0,0
12,CASH_OUT,36634.25,C1437355295,0.0,0.0,C1898410942,156211.0,0.0,0,0
12,TRANSFER,1282010.86,C119406386,0.0,0.0,C779874418,6520564.07,8033228.46,0,0
10,CASH_OUT,129611.25,C417547335,0.0,0.0,C1423696633,1210688.94,1340300.19,0,0
39,TRANSFER,327179.41,C1362979567,12714.0,0.0,C42648553,5009.0,0.0,0,0
21,CASH_IN,89529.71,C2094537028,2842674.32,2932204.03,C1816403677,798511.79,708982.08,0,0
12,CASH_OUT,116294.93,C286792046,117552.91,1257.98,C1276073067,170598.81,286893.74,0,0
12,PAYMENT,14216.55,C932598342,549414.07,535197.52,M1726357191,0.0,0.0,0,0
14,PAYMENT,11380.52,C841112420,526736.19,515355.67,M1857720387,0.0,0.0,0,0
43,CASH_IN,93547.55,C1587685469,1386400.33,1479947.88,C749719945,302041.05,208493.51,0,0
42,PAYMENT,5649.66,C993747097,0.0,0.0,M100452270,0.0,0.0,0,0
12,CASH_IN,242425.81,C990522094,11100000.0,11400000.0,C251966229,6656575.36,6414149.55,0,0
36,CASH_OUT,282501.45,C1818299374,0.0,0.0,C790689900,465472.84,560354.25,0,0
18,CASH_IN,166991.25,C1539679011,279.0,167270.25,C521592011,113340.52,110056.26,0,0
8,PAYMENT,4757.53,C758666757,529125.0,524367.47,M2085258187,0.0,0.0,0,0
33,CASH_IN,142766.23,C1394498438,5009.0,147775.23,C824009085,2702933.14,2560166.91,0,0
36,TRANSFER,734219.78,C1037923563,0.0,0.0,C281035507,2663931.28,3725505.73,0,0
46,CASH_OUT,199088.6,C563908800,11379.0,0.0,C1393073542,0.0,199088.6,0,0
21,TRANSFER,59708.07,C1276041258,0.0,0.0,C586009238,9352022.05,9411730.12,0,0
43,TRANSFER,1159178.42,C1401148903,0.0,0.0,C1459757869,12600000.0,13800000.0,0,0
37,CASH_IN,155335.62,C368961395,11222.0,166557.62,C1270723017,47088.77,0.0,0,0
11,CASH_IN,142815.09,C66590431,111902.0,254717.09,C149330132,0.0,0.0,0,0
19,CASH_IN,192598.68,C1416893891,11800000.0,11900000.0,C1118795039,1283288.67,2360950.62,0,0
20,CASH_OUT,174186.9,C1387725404,16167.0,0.0,C1001882344,46744.42,220931.32,0,0
17,CASH_OUT,80751.12,C946809006,0.0,0.0,C450153314,300565.53,381316.65,0,0
20,CASH_OUT,160763.31,C288689486,117.0,0.0,C1410590157,2108086.78,2268850.09,0,0
38,CASH_OUT,134749.39,C1569214641,0.0,0.0,C2050438922,2210964.44,2345713.83,0,0
19,PAYMENT,13082.29,C1758290969,255292.42,242210.13,M993206248,0.0,0.0,0,0
48,PAYMENT,9492.19,C1357633408,20220.0,10727.81,M2106168357,0.0,0.0,0,0
42,PAYMENT,3662.94,C1943076660,20675.0,17012.06,M574337741,0.0,0.0,0,0
17,CASH_OUT,280978.34,C328780576,15775.0,0.0,C1624533975,933767.44,1214745.78,0,0
38,CASH_OUT,168608.17,C1003877438,493384.02,324775.85,C1062254208,4283553.14,4489006.89,0,0
42,TRANSFER,27165.21,C611319562,0.0,0.0,C581040933,320579.36,380466.43,0,0
10,CASH_OUT,122894.29,C1209421022,0.0,0.0,C125722707,1808787.88,1931682.16,0,0
40,CASH_OUT,286052.44,C1505450763,0.0,0.0,C206548713,24200000.0,24500000.0,0,0
19,PAYMENT,20853.6,C2096964449,111821.09,90967.5,M595854084,0.0,0.0,0,0
44,CASH_IN,41455.96,C708559489,2008275.13,2049731.08,C408222719,1171231.66,1375080.65,0,0
15,CASH_IN,235418.43,C1566777530,3141873.65,3377292.08,C194820855,1969471.52,1960025.07,0,0
40,TRANSFER,204949.93,C2125873175,0.0,0.0,C749707640,697215.88,902165.81,0,0
10,PAYMENT,2972.44,C792756867,0.0,0.0,M294277814,0.0,0.0,0,0
14,CASH_OUT,374428.14,C977201486,39909.0,0.0,C1737493145,153147.51,527575.64,0,0
17,PAYMENT,12307.59,C833855118,0.0,0.0,M861289039,0.0,0.0,0,0
51,TRANSFER,567932.31,C710887172,567932.31,0.0,C2057229481,0.0,0.0,1,0
23,CASH_IN,294539.76,C2050050728,7424590.01,7719129.77,C144751389,545954.15,251414.38,0,0
11,CASH_IN,442067.71,C18081435,16023.0,458090.71,C1283236420,0.0,0.0,0,0
94,CASH_IN,448055.64,C606818429,2599088.13,3047143.77,C1450668656,2085475.81,1637420.17,0,0
14,CASH_IN,216604.59,C1546018005,119040.0,335644.59,C2094723295,13582.07,924093.96,0,0
15,CASH_IN,76763.16,C1440452702,1411375.45,1488138.6,C1045890688,208641.46,131878.3,0,0
38,PAYMENT,12257.91,C569655420,243676.89,231418.98,M362385460,0.0,0.0,0,0
17,PAYMENT,1309.41,C34481633,88332.0,87022.59,M1851953887,0.0,0.0,0,0
15,CASH_IN,467612.12,C1025654165,3342763.48,3810375.6,C643021151,3181709.83,2714097.71,0,0
42,TRANSFER,850982.18,C835689094,60024.0,0.0,C1061425574,579010.73,1429992.91,0,0
19,CASH_IN,133367.28,C1275683876,110608.0,243975.28,C1653024825,421524.26,447458.1,0,0
42,CASH_OUT,131868.99,C1423943256,0.0,0.0,C1061773155,883562.69,1015431.68,0,0
41,CASH_OUT,101312.76,C1749005525,0.0,0.0,C759143420,2317085.62,2968393.77,0,0
14,PAYMENT,22980.1,C755228689,1180428.67,1157448.57,M1567346930,0.0,0.0,0,0
39,CASH_OUT,121375.28,C1602698035,0.0,0.0,C989409073,2331234.32,2300373.95,0,0
44,PAYMENT,2850.26,C144541188,1296.11,0.0,M1929459816,0.0,0.0,0,0
36,CASH_OUT,11860.37,C2105883067,36327.0,24466.63,C1139020163,417646.01,429506.38,0,0
34,CASH_OUT,435238.06,C1060661087,21024.0,0.0,C1286885448,3439254.72,3712639.32,0,0
36,PAYMENT,28337.37,C183514400,15028.88,0.0,M1915167416,0.0,0.0,0,0
94,CASH_IN,386302.14,C1202654772,489374.28,875676.42,C620930187,529326.17,143024.03,0,0
42,CASH_IN,277346.97,C1548993115,1159363.75,1436710.72,C2024609461,2230648.66,1953301.69,0,0
35,PAYMENT,4699.29,C1138431978,0.0,0.0,M185369002,0.0,0.0,0,0
9,PAYMENT,34246.8,C319454574,0.0,0.0,M1146690366,0.0,0.0,0,0
20,PAYMENT,4845.7,C1857630929,10874.0,6028.3,M847665935,0.0,0.0,0,0
42,PAYMENT,19033.21,C261782820,429271.53,410238.31,M1489837935,0.0,0.0,0,0
45,CASH_OUT,8491.79,C1296328153,0.0,0.0,C924307617,17472.63,25964.42,0,0
11,PAYMENT,31276.4,C752591423,148041.0,116764.6,M430213127,0.0,0.0,0,0
22,PAYMENT,1455.21,C2066624512,17300.0,15844.79,M1594825855,0.0,0.0,0,0
37,CASH_IN,17505.43,C1850286126,5613043.87,5630549.3,C1912820130,17646.9,141.47,0,0
14,PAYMENT,18156.22,C782261111,0.0,0.0,M1787096584,0.0,0.0,0,0
44,CASH_OUT,23460.02,C1193261842,0.0,0.0,C1729932535,3744681.98,3768142.0,0,0
42,CASH_IN,110816.76,C542199295,5422516.53,5533333.29,C1872909448,2722219.44,2611402.68,0,0
11,CASH_OUT,238255.52,C811170617,1011.0,0.0,C788773852,480016.04,1329619.46,0,0
45,CASH_OUT,15124.43,C233118057,0.0,0.0,C1495577723,319371.16,334495.59,0,0
94,PAYMENT,7761.03,C1075313842,6437.0,0.0,M1473658630,0.0,0.0,0,0
33,CASH_OUT,390362.87,C876918100,99872.0,0.0,C682394988,0.0,390362.87,0,0
35,TRANSFER,2180004.24,C260610056,5679.0,0.0,C1147731020,0.0,3331840.98,0,0
19,CASH_IN,237755.06,C1765372315,8165.0,245920.06,C2143324991,101038.49,0.0,0,0
11,PAYMENT,18339.29,C1637460629,180982.83,162643.54,M2111204324,0.0,0.0,0,0
42,PAYMENT,27672.49,C721578661,52555.0,24882.51,M509693108,0.0,0.0,0,0
40,CASH_OUT,51276.36,C1014183960,0.0,0.0,C337313404,486880.85,538157.21,0,0
13,TRANSFER,2222774.46,C1659654442,113.0,0.0,C1099892020,401637.6,2624412.06,0,0
8,CASH_OUT,3416.57,C332571032,2054.0,0.0,C586396179,1035.0,0.0,0,0
16,CASH_OUT,291931.26,C1873272592,685409.0,393477.74,C1066312871,11173.0,0.0,0,0
37,PAYMENT,30641.61,C107565386,2568.0,0.0,M530409492,0.0,0.0,0,0
42,CASH_IN,269804.74,C700033812,51188.0,320992.74,C432545183,487984.79,358306.82,0,0
19,CASH_IN,327646.69,C750603455,7826006.9,8153653.6,C1445655354,512460.43,184813.74,0,0
17,PAYMENT,9408.61,C2016179162,0.0,0.0,M1189579732,0.0,0.0,0,0
8,PAYMENT,3228.15,C1562260453,293.0,0.0,M1347332959,0.0,0.0,0,0
42,CASH_OUT,90398.12,C199805518,0.0,0.0,C493381154,2086660.69,2177058.81,0,0
13,PAYMENT,5110.02,C207039127,0.0,0.0,M2087210632,0.0,0.0,0,0
13,PAYMENT,5481.27,C2016570980,0.0,0.0,M1439831055,0.0,0.0,0,0
40,TRANSFER,549010.12,C2135675761,15733.0,0.0,C1734428103,10622.91,559633.03,0,0
93,CASH_OUT,43259.74,C1799235260,129287.0,86027.26,C343267295,487246.78,530506.52,0,0
41,PAYMENT,50493.86,C1137788254,297379.0,246885.14,M458503400,0.0,0.0,0,0
41,CASH_IN,184249.92,C259364047,17300000.0,17500000.0,C920447385,1134202.71,698923.95,0,0
33,CASH_IN,296920.79,C413024576,3330361.2,3627281.99,C1842769176,1130154.47,833233.68,0,0
20,PAYMENT,4100.77,C684997858,0.0,0.0,M2013633495,0.0,0.0,0,0
37,CASH_OUT,136613.97,C77592145,0.0,0.0,C1095470898,893178.69,1029792.66,0,0
48,PAYMENT,8966.15,C2138901177,131663.0,122696.85,M1064205999,0.0,0.0,0,0
15,CASH_IN,170532.57,C1184411595,1299942.02,1470474.59,C1191955245,515128.16,344595.59,0,0
17,TRANSFER,974205.93,C1876102063,490706.76,0.0,C1351164037,2521490.18,3495696.11,0,0
44,PAYMENT,5458.45,C488405764,0.0,0.0,M369839443,0.0,0.0,0,0
12,CASH_OUT,487924.95,C1648634581,11493.0,0.0,C752637915,465855.98,953780.93,0,0
44,PAYMENT,369.19,C655008059,0.0,0.0,M1330008847,0.0,0.0,0,0
17,CASH_IN,147406.4,C1924983277,10297.0,157703.4,C252616555,20341.0,0.0,0,0
13,CASH_IN,121034.64,C1282141137,3139394.94,3260429.58,C1201831265,600051.45,891214.75,0,0
10,PAYMENT,12143.64,C571648010,347722.9,335579.26,M1684507639,0.0,0.0,0,0
37,CASH_OUT,406784.13,C6663762,439766.49,32982.36,C1072355577,1830084.02,2445721.25,0,0
93,CASH_IN,313019.51,C376826280,529003.0,842022.51,C1599421094,1211990.66,898971.15,0,0
20,PAYMENT,3748.45,C1912768890,36242.0,32493.55,M655393588,0.0,0.0,0,0
38,CASH_IN,207601.58,C154993228,0.0,207601.58,C61836440,1012551.46,1273043.87,0,0
14,PAYMENT,29215.83,C2144745704,0.0,0.0,M542019782,0.0,0.0,0,0
7,PAYMENT,67.09,C1017007160,505.0,437.91,M785942574,0.0,0.0,0,0
24,PAYMENT,12269.53,C482878646,12457.0,187.47,M1039721646,0.0,0.0,0,0
95,PAYMENT,12892.46,C1465743685,5681.0,0.0,M813055934,0.0,0.0,0,0
41,CASH_OUT,210364.69,C358695436,0.0,0.0,C1964141150,439737.57,650102.26,0,0
44,PAYMENT,9872.08,C1326807207,52090.0,42217.92,M1443394407,0.0,0.0,0,0
37,PAYMENT,5628.23,C900107300,0.0,0.0,M730886874,0.0,0.0,0,0
44,PAYMENT,2231.65,C1766986123,134661.0,132429.35,M1279035298,0.0,0.0,0,0
45,CASH_OUT,160195.22,C1906549160,0.0,0.0,C1799705562,513875.23,674070.45,0,0
22,PAYMENT,8564.41,C1419546661,111586.91,103022.5,M606073515,0.0,0.0,0,0
16,PAYMENT,15348.11,C1833975390,0.0,0.0,M1676610410,0.0,0.0,0,0
17,CASH_OUT,154750.83,C1493935548,275981.8,121230.97,C1694624663,197332.74,142345.95,0,0
41,CASH_OUT,20605.22,C730559095,21162.0,556.78,C137807680,263440.33,284045.55,0,0
33,CASH_IN,35902.27,C371698884,2601377.68,2637279.95,C183491570,7790754.3,7754852.03,0,0
22,PAYMENT,4315.71,C292957495,16641.0,12325.29,M916852890,0.0,0.0,0,0
12,CASH_IN,153728.71,C1733471663,2118268.23,2271996.93,C485288780,173949.93,20221.22,0,0
34,TRANSFER,1267042.19,C191014910,120464.0,0.0,C142540502,28296.72,1295338.91,0,0
19,CASH_OUT,238056.17,C558074017,0.0,0.0,C200841533,759912.88,997969.05,0,0
36,PAYMENT,1618.13,C1692400476,273907.67,272289.54,M530354501,0.0,0.0,0,0
35,PAYMENT,647.52,C2047019682,0.0,0.0,M977104136,0.0,0.0,0,0
12,CASH_OUT,325054.39,C990960708,0.0,0.0,C1504109395,10200000.0,10700000.0,0,0
9,CASH_OUT,59457.73,C1908910660,5900.31,0.0,C1803688302,83110.84,45935.04,0,0
43,CASH_IN,87385.12,C2057419893,3342372.66,3429757.78,C800453671,1055671.76,968286.64,0,0
22,CASH_OUT,65988.29,C685905735,49765.0,0.0,C2079931472,372757.0,438745.29,0,0
16,CASH_OUT,120310.91,C452279673,10403.0,0.0,C371436219,1318724.62,1840623.48,0,0
44,CASH_OUT,55638.61,C885178395,141.0,0.0,C499246996,0.0,55638.61,0,0
14,CASH_OUT,117290.25,C1220332598,0.0,0.0,C1816384733,334409.12,147441.73,0,0
19,CASH_OUT,141977.82,C1455352033,20620.0,0.0,C1159439106,202200.05,344177.87,0,0
16,PAYMENT,9537.15,C1985345375,59390.0,49852.85,M1405956980,0.0,0.0,0,0
39,PAYMENT,22564.1,C1009531620,20551.0,0.0,M1039317020,0.0,0.0,0,0
37,CASH_OUT,27215.05,C273374729,0.0,0.0,C639377470,379434.25,406649.3,0,0
13,TRANSFER,675378.69,C687489570,1838.0,0.0,C66315714,244482.13,919860.81,0,0
43,CASH_IN,64315.31,C330393995,28000000.0,28100000.0,C2113635316,390121.09,325805.79,0,0
9,CASH_IN,115211.35,C1223705628,23507.28,138718.62,C1722141669,1954865.6,3493184.09,0,0
19,TRANSFER,459462.21,C1076173861,0.0,0.0,C3743274,1096254.69,1555716.9,0,0
36,PAYMENT,3874.16,C439718094,0.0,0.0,M1456187562,0.0,0.0,0,0
35,PAYMENT,3834.18,C789152860,0.0,0.0,M1582849535,0.0,0.0,0,0
16,CASH_IN,46494.0,C1509483999,7584590.85,7631084.85,C484680653,49123.72,2629.72,0,0
44,PAYMENT,28480.19,C480017308,0.0,0.0,M1025524325,0.0,0.0,0,0
21,CASH_IN,108572.54,C1914418248,3425526.79,3534099.33,C2136293125,1133443.24,1024870.7,0,0
11,CASH_IN,609048.35,C977611906,1929775.09,2538823.44,C628394821,902696.85,293648.49,0,0
43,PAYMENT,15477.58,C491865207,16195.0,717.42,M423907954,0.0,0.0,0,0
18,CASH_OUT,271993.08,C1063305792,103044.0,0.0,C1319470587,0.0,271993.08,0,0
12,CASH_OUT,392923.59,C1375811597,30408.0,0.0,C1382623197,61781.87,292317.59,0,0
36,CASH_OUT,520880.3,C1338962617,40384.0,0.0,C1281019843,118822.05,639702.35,0,0
17,PAYMENT,14043.83,C1591246429,0.0,0.0,M1426670053,0.0,0.0,0,0
1,PAYMENT,9181.99,C1843743552,1356442.93,1347260.94,M1139609587,0.0,0.0,0,0
18,CASH_IN,350056.54,C1152491082,5545409.89,5895466.43,C513951684,424931.59,0.0,0,0
14,CASH_IN,199167.2,C653998077,1322148.68,1521315.87,C812672147,11900000.0,11500000.0,0,0
19,CASH_IN,136251.63,C1265556023,4410134.61,4546386.24,C517284908,5191919.74,5055668.1,0,0
38,CASH_OUT,145339.03,C1305420646,0.0,0.0,C1542686852,1088134.38,1233473.41,0,0
35,PAYMENT,9255.53,C2013301747,213147.87,203892.34,M1639648246,0.0,0.0,0,0
43,CASH_OUT,69083.0,C1780913064,0.0,0.0,C1142316786,463391.38,532474.38,0,0
44,CASH_OUT,174949.24,C1252885037,34246.0,0.0,C690492642,26841.65,201790.89,0,0
35,PAYMENT,4142.7,C741076024,121836.0,117693.3,M1076036932,0.0,0.0,0,0
42,PAYMENT,8438.05,C246125637,243361.0,234922.95,M393484308,0.0,0.0,0,0
12,PAYMENT,349.37,C1275466640,0.0,0.0,M440103645,0.0,0.0,0,0
41,CASH_IN,321348.41,C979595338,9010335.02,9331683.43,C2060775449,782487.6,461139.19,0,0
20,CASH_OUT,57454.89,C1027419164,27240.0,0.0,C1721439071,0.0,57454.89,0,0
